subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification
MP:0001634	internal hemorrhage	semapv:crossSpeciesExactMatch	UPHENO:7000533	internal hemorrhage	semapv:LogicalReasoning
MP:0001649	abnormal mandibular symphysis morphology	semapv:crossSpeciesExactMatch	UPHENO:7000925	mandibular symphysis morphology	semapv:LogicalReasoning
MP:0001661	extended life span	semapv:crossSpeciesExactMatch	UPHENO:7000952	extended life span	semapv:LogicalReasoning
MP:0001665	chronic diarrhea	semapv:crossSpeciesExactMatch	UPHENO:7000323	chronic diarrhea	semapv:LogicalReasoning
MP:0001684	abnormal axial mesoderm morphology	semapv:crossSpeciesExactMatch	UPHENO:7000953	axial mesoderm morphology	semapv:LogicalReasoning
MP:0001688	abnormal somite development	semapv:crossSpeciesExactMatch	UPHENO:0051395	somitogenesis phenotype	semapv:LogicalReasoning
MP:0001695	abnormal gastrulation	semapv:crossSpeciesExactMatch	UPHENO:0050028	gastrulation phenotype	semapv:LogicalReasoning
MP:0001764	abnormal homeostasis	semapv:crossSpeciesExactMatch	UPHENO:7000630	homeostasis	semapv:LogicalReasoning
MP:0001765	abnormal ion homeostasis	semapv:crossSpeciesExactMatch	UPHENO:0050080	monoatomic ion homeostasis phenotype	semapv:LogicalReasoning
MP:0001785	edema	semapv:crossSpeciesExactMatch	UPHENO:7000220	edema	semapv:LogicalReasoning
MP:0001805	decreased IgG level	semapv:crossSpeciesExactMatch	UPHENO:7000429	decreased circulating igg concentration; decreased igg level	semapv:LogicalReasoning
MP:0001806	decreased IgM level	semapv:crossSpeciesExactMatch	UPHENO:7000395	decreased circulating total igm; decreased igm level	semapv:LogicalReasoning
MP:0001828	abnormal T cell activation	semapv:crossSpeciesExactMatch	UPHENO:0078625	T cell activation phenotype	semapv:LogicalReasoning
MP:0001845	abnormal inflammatory response	semapv:crossSpeciesExactMatch	UPHENO:0049584	inflammatory response phenotype	semapv:LogicalReasoning
MP:0001846	increased inflammatory response	semapv:crossSpeciesExactMatch	UPHENO:0076684	increased inflammatory response	semapv:LogicalReasoning
MP:0001852	conjunctivitis	semapv:crossSpeciesExactMatch	UPHENO:7000172	conjunctivitis	semapv:LogicalReasoning
MP:0001856	myocarditis	semapv:crossSpeciesExactMatch	UPHENO:7000654	myocarditis	semapv:LogicalReasoning
MP:0001857	pericarditis	semapv:crossSpeciesExactMatch	UPHENO:0074675	increased inflammatory response in pericardium	semapv:LogicalReasoning
MP:0001858	intestinal inflammation	semapv:crossSpeciesExactMatch	UPHENO:7000928	intestinal inflammation	semapv:LogicalReasoning
MP:0001859	kidney inflammation	semapv:crossSpeciesExactMatch	UPHENO:0074714	increased inflammatory response in kidney	semapv:LogicalReasoning
MP:0001860	liver inflammation	semapv:crossSpeciesExactMatch	UPHENO:0074713	increased inflammatory response in liver	semapv:LogicalReasoning
MP:0001861	lung inflammation	semapv:crossSpeciesExactMatch	UPHENO:0074804	increased inflammatory response in lung	semapv:LogicalReasoning
MP:0001862	interstitial pneumonia	semapv:crossSpeciesExactMatch	UPHENO:7000466	interstitial pneumonia; interstitial pneumonitis	semapv:LogicalReasoning
MP:0001867	rhinitis	semapv:crossSpeciesExactMatch	UPHENO:7000635	rhinitis	semapv:LogicalReasoning
MP:0001868	ovary inflammation	semapv:crossSpeciesExactMatch	UPHENO:7000740	oophoritis; ovary inflammation	semapv:LogicalReasoning
MP:0001869	pancreas inflammation	semapv:crossSpeciesExactMatch	UPHENO:0074700	increased inflammatory response in pancreas	semapv:LogicalReasoning
MP:0001870	salivary gland inflammation	semapv:crossSpeciesExactMatch	UPHENO:7000744	salivary gland inflammation; sialadenitis	semapv:LogicalReasoning
MP:0001872	sinus inflammation	semapv:crossSpeciesExactMatch	UPHENO:0074759	increased inflammatory response in paranasal sinus	semapv:LogicalReasoning
MP:0001873	stomach inflammation	semapv:crossSpeciesExactMatch	UPHENO:0074738	increased inflammatory response in stomach	semapv:LogicalReasoning
MP:0001874	acanthosis	semapv:crossSpeciesExactMatch	UPHENO:7000675	acanthosis; epidermal acanthosis	semapv:LogicalReasoning
MP:0001875	testis inflammation	semapv:crossSpeciesExactMatch	UPHENO:7000907	orchitis; testis inflammation	semapv:LogicalReasoning
MP:0001876	decreased inflammatory response	semapv:crossSpeciesExactMatch	UPHENO:7000646	decreased inflammatory response	semapv:LogicalReasoning
MP:0001890	anencephaly	semapv:crossSpeciesExactMatch	UPHENO:7000346	anencephaly	semapv:LogicalReasoning
MP:0001891	hydrocephaly	semapv:crossSpeciesExactMatch	UPHENO:0056333	increased number of brain ventricle in the cerebrospinal fluid	semapv:LogicalReasoning
MP:0001893	non-obstructive hydrocephaly	semapv:crossSpeciesExactMatch	UPHENO:7000249	communicating hydrocephalus; non-obstructive hydrocephaly	semapv:LogicalReasoning
MP:0001915	intracranial hemorrhage	semapv:crossSpeciesExactMatch	UPHENO:7000335	intracranial hemorrhage	semapv:LogicalReasoning
MP:0001916	intracerebral hemorrhage	semapv:crossSpeciesExactMatch	UPHENO:7000252	cerebral hemorrhage; intracerebral hemorrhage	semapv:LogicalReasoning
MP:0001917	intraventricular hemorrhage	semapv:crossSpeciesExactMatch	UPHENO:7000713	intraventricular hemorrhage	semapv:LogicalReasoning
MP:0001921	reduced fertility	semapv:crossSpeciesExactMatch	UPHENO:7000014	reduced fertility; semi-sterile	semapv:LogicalReasoning
MP:0001924	infertility	semapv:crossSpeciesExactMatch	UPHENO:7000013	infertility; sterile	semapv:LogicalReasoning
MP:0001925	male infertility	semapv:crossSpeciesExactMatch	UPHENO:7000016		semapv:LogicalReasoning
MP:0001928	abnormal ovulation	semapv:crossSpeciesExactMatch	UPHENO:0049705	ovulation phenotype	semapv:LogicalReasoning
MP:0001929	abnormal gametogenesis	semapv:crossSpeciesExactMatch	UPHENO:7000822	gametogenesis	semapv:LogicalReasoning
MP:0001930	abnormal meiosis	semapv:crossSpeciesExactMatch	UPHENO:7000758	meiosis	semapv:LogicalReasoning
MP:0001931	abnormal oogenesis	semapv:crossSpeciesExactMatch	UPHENO:0049761	oocyte development phenotype	semapv:LogicalReasoning
MP:0001945	bronchoconstriction	semapv:crossSpeciesExactMatch	UPHENO:7000926	bronchoconstriction	semapv:LogicalReasoning
MP:0001947	abnormal mucociliary clearance	semapv:crossSpeciesExactMatch	UPHENO:7000765	mucociliary clearance	semapv:LogicalReasoning
MP:0001948	vesicoureteral reflux	semapv:crossSpeciesExactMatch	UPHENO:7000143	vesicoureteral reflux	semapv:LogicalReasoning
MP:0001952	increased airway responsiveness	semapv:crossSpeciesExactMatch	UPHENO:7000808	airway hyperresponsiveness; increased airway responsiveness	semapv:LogicalReasoning
MP:0001953	respiratory failure	semapv:crossSpeciesExactMatch	UPHENO:7000396	respiratory failure	semapv:LogicalReasoning
MP:0001954	respiratory distress	semapv:crossSpeciesExactMatch	UPHENO:7000328	respiratory distress	semapv:LogicalReasoning
MP:0001956	hypopnea	semapv:crossSpeciesExactMatch	UPHENO:7000858	hypopnea	semapv:LogicalReasoning
MP:0001958	emphysema	semapv:crossSpeciesExactMatch	UPHENO:7000327	emphysema	semapv:LogicalReasoning
MP:0001961	abnormal reflex	semapv:crossSpeciesExactMatch	UPHENO:7000774	reflex	semapv:LogicalReasoning
MP:0001963	abnormal hearing physiology	semapv:crossSpeciesExactMatch	UPHENO:0050625	sensory perception of sound phenotype	semapv:LogicalReasoning
MP:0002062	abnormal associative learning	semapv:crossSpeciesExactMatch	UPHENO:0050002	associative learning phenotype	semapv:LogicalReasoning
MP:0002065	abnormal fear/anxiety-related behavior	semapv:crossSpeciesExactMatch	UPHENO:0079832	fear/anxiety related behavior phenotype	semapv:LogicalReasoning
MP:0002069	abnormal consumption behavior	semapv:crossSpeciesExactMatch	UPHENO:0079835	consumption behavior phenotype	semapv:LogicalReasoning
MP:0002078	abnormal glucose homeostasis	semapv:crossSpeciesExactMatch	UPHENO:0050433	glucose homeostasis phenotype	semapv:LogicalReasoning
MP:0002118	abnormal lipid homeostasis	semapv:crossSpeciesExactMatch	UPHENO:0051254	lipid homeostasis phenotype	semapv:LogicalReasoning
MP:0002169	no abnormal phenotype detected	semapv:crossSpeciesExactMatch	UPHENO:7000009	no abnormal phenotype detected; wild type	semapv:LogicalReasoning
MP:0002182	abnormal astrocyte morphology	semapv:crossSpeciesExactMatch	UPHENO:0088152	astrocyte morphology phenotype	semapv:LogicalReasoning
MP:0002183	gliosis	semapv:crossSpeciesExactMatch	UPHENO:0076676	increased glial cell growth	semapv:LogicalReasoning
MP:0002208	abnormal germ cell morphology	semapv:crossSpeciesExactMatch	UPHENO:7000954	germ cell morphology; germ cell morphology variant	semapv:LogicalReasoning
MP:0002211	abnormal primary sex determination	semapv:crossSpeciesExactMatch	UPHENO:0050123	gonad development phenotype	semapv:LogicalReasoning
MP:0002213	true hermaphroditism	semapv:crossSpeciesExactMatch	UPHENO:7000513	true hermaphroditism	semapv:LogicalReasoning
MP:0002214	streak gonad	semapv:crossSpeciesExactMatch	UPHENO:7000695	streak gonad	semapv:LogicalReasoning
MP:0002272	abnormal nervous system electrophysiology	semapv:crossSpeciesExactMatch	UPHENO:7000247	nervous system electrophysiology	semapv:LogicalReasoning
MP:0002275	abnormal type II pneumocyte morphology	semapv:crossSpeciesExactMatch	UPHENO:7000817	alveolar type ii pneumocyte morphology; type ii pneumocyte morphology	semapv:LogicalReasoning
MP:0002286	cryptorchism	semapv:crossSpeciesExactMatch	UPHENO:0053644	localised testis	semapv:LogicalReasoning
MP:0002296	aspiration	semapv:crossSpeciesExactMatch	UPHENO:7000392	aspiration	semapv:LogicalReasoning
MP:0002306	abnormal functional residual capacity	semapv:crossSpeciesExactMatch	UPHENO:7000831	functional residual capacity	semapv:LogicalReasoning
MP:0002308	abnormal residual volume	semapv:crossSpeciesExactMatch	UPHENO:7000832	residual volume	semapv:LogicalReasoning
MP:0002320	hyperventilation	semapv:crossSpeciesExactMatch	UPHENO:7000397	hyperventilation	semapv:LogicalReasoning
MP:0002321	hypoventilation	semapv:crossSpeciesExactMatch	UPHENO:7000389	hypoventilation	semapv:LogicalReasoning
MP:0002416	abnormal proerythroblast morphology	semapv:crossSpeciesExactMatch	UPHENO:0088141	proerythroblast morphology phenotype	semapv:LogicalReasoning
MP:0002417	abnormal megakaryocyte morphology	semapv:crossSpeciesExactMatch	UPHENO:0088145	megakaryocyte morphology phenotype	semapv:LogicalReasoning
MP:0002418	increased susceptibility to viral infection	semapv:crossSpeciesExactMatch	UPHENO:7000955	increased susceptibility to viral infection	semapv:LogicalReasoning
MP:0002422	abnormal basophil morphology	semapv:crossSpeciesExactMatch	UPHENO:0088173	basophil morphology phenotype	semapv:LogicalReasoning
MP:0002424	abnormal reticulocyte morphology	semapv:crossSpeciesExactMatch	UPHENO:0088148	enucleated reticulocyte morphology phenotype	semapv:LogicalReasoning
MP:0002446	abnormal macrophage morphology	semapv:crossSpeciesExactMatch	UPHENO:7000956	macrophage morphology	semapv:LogicalReasoning
MP:0002447	abnormal erythrocyte morphology	semapv:crossSpeciesExactMatch	UPHENO:0088162	erythrocyte morphology phenotype	semapv:LogicalReasoning
MP:0002460	decreased immunoglobulin level	semapv:crossSpeciesExactMatch	UPHENO:7000428	decreased circulating antibody concentration; decreased immunoglobulin level	semapv:LogicalReasoning
MP:0002461	increased immunoglobulin level	semapv:crossSpeciesExactMatch	UPHENO:7000519	increased circulating antibody concentration; increased immunoglobulin level	semapv:LogicalReasoning
MP:0002490	abnormal immunoglobulin level	semapv:crossSpeciesExactMatch	UPHENO:7000518	circulating immunoglobulin concentration; immunoglobulin level	semapv:LogicalReasoning
MP:0002493	increased IgG level	semapv:crossSpeciesExactMatch	UPHENO:7000406	increased circulating igg concentration; increased igg level	semapv:LogicalReasoning
MP:0002496	increased IgD level	semapv:crossSpeciesExactMatch	UPHENO:7000918	increased circulating igd concentration; increased igd level	semapv:LogicalReasoning
MP:0002531	abnormal type I hypersensitivity reaction	semapv:crossSpeciesExactMatch	UPHENO:7000910	anaphylactic shock; type i hypersensitivity reaction	semapv:LogicalReasoning
MP:0002557	abnormal social/conspecific interaction behavior	semapv:crossSpeciesExactMatch	UPHENO:0049713	social behavior phenotype	semapv:LogicalReasoning
MP:0002566	abnormal sexual interaction	semapv:crossSpeciesExactMatch	UPHENO:0049615	mating phenotype	semapv:LogicalReasoning
MP:0002572	abnormal emotion/affect behavior	semapv:crossSpeciesExactMatch	UPHENO:0079846	emotional behavior phenotype	semapv:LogicalReasoning
MP:0002575	increased circulating ketone body level	semapv:crossSpeciesExactMatch	UPHENO:0068380	increased level of ketone in blood	semapv:LogicalReasoning
MP:0002586	abnormal platelet volume	semapv:crossSpeciesExactMatch	UPHENO:7000591	platelet volume	semapv:LogicalReasoning
MP:0002596	abnormal hematocrit	semapv:crossSpeciesExactMatch	UPHENO:7000779	hematocrit	semapv:LogicalReasoning
MP:0002608	increased hematocrit	semapv:crossSpeciesExactMatch	UPHENO:7000296	increased hematocrit	semapv:LogicalReasoning
MP:0002619	abnormal lymphocyte morphology	semapv:crossSpeciesExactMatch	UPHENO:0088134	lymphocyte morphology phenotype	semapv:LogicalReasoning
MP:0002620	abnormal monocyte morphology	semapv:crossSpeciesExactMatch	UPHENO:0088130	monocyte morphology phenotype	semapv:LogicalReasoning
MP:0002626	increased heart rate	semapv:crossSpeciesExactMatch	UPHENO:7000270	increased heart rate; tachycardia	semapv:LogicalReasoning
MP:0002628	hepatic steatosis	semapv:crossSpeciesExactMatch	UPHENO:7000257	hepatic steatosis	semapv:LogicalReasoning
MP:0002633	persistent truncus arteriosus	semapv:crossSpeciesExactMatch	UPHENO:7000275	persistent truncus arteriosus; truncus arteriosus	semapv:LogicalReasoning
MP:0002642	anisocytosis	semapv:crossSpeciesExactMatch	UPHENO:7000538	anisocytosis	semapv:LogicalReasoning
MP:0002651	abnormal sciatic nerve morphology	semapv:crossSpeciesExactMatch	UPHENO:7000957	sciatic nerve morphology	semapv:LogicalReasoning
MP:0002655	abnormal keratinocyte morphology	semapv:crossSpeciesExactMatch	UPHENO:7000851		semapv:LogicalReasoning
MP:0002674	abnormal sperm motility	semapv:crossSpeciesExactMatch	UPHENO:7000614	sperm motility	semapv:LogicalReasoning
MP:0002690	akinesia	semapv:crossSpeciesExactMatch	UPHENO:0078487	absent musculoskeletal movement	semapv:LogicalReasoning
MP:0002708	nephrolithiasis	semapv:crossSpeciesExactMatch	UPHENO:7000205	nephrolithiasis	semapv:LogicalReasoning
MP:0002723	abnormal immune serum protein physiology	semapv:crossSpeciesExactMatch	UPHENO:7000537	immune serum protein physiology	semapv:LogicalReasoning
MP:0002743	glomerulonephritis	semapv:crossSpeciesExactMatch	UPHENO:7000145	glomerulonephritis	semapv:LogicalReasoning
MP:0002766	situs inversus	semapv:crossSpeciesExactMatch	UPHENO:7000415	abdominal situs inversus; situs inversus	semapv:LogicalReasoning
MP:0002786	abnormal Leydig cell morphology	semapv:crossSpeciesExactMatch	UPHENO:7000958	leydig cell morphology	semapv:LogicalReasoning
MP:0002788	female pseudohermaphroditism	semapv:crossSpeciesExactMatch	UPHENO:7000512	female pseudohermaphroditism	semapv:LogicalReasoning
MP:0002789	male pseudohermaphroditism	semapv:crossSpeciesExactMatch	UPHENO:7000138	male pseudohermaphroditism	semapv:LogicalReasoning
MP:0002794	lenticonus	semapv:crossSpeciesExactMatch	UPHENO:7000237	lenticonus	semapv:LogicalReasoning
MP:0002795	dilated cardiomyopathy	semapv:crossSpeciesExactMatch	UPHENO:7000269	dilated cardiomyopathy	semapv:LogicalReasoning
MP:0002810	microcytic anemia	semapv:crossSpeciesExactMatch	UPHENO:7000304	microcytic anemia	semapv:LogicalReasoning
MP:0002811	macrocytic anemia	semapv:crossSpeciesExactMatch	UPHENO:7000313	macrocytic anemia	semapv:LogicalReasoning
MP:0002816	colitis	semapv:crossSpeciesExactMatch	UPHENO:7000361	colitis	semapv:LogicalReasoning
MP:0002830	gallstones	semapv:crossSpeciesExactMatch	UPHENO:7000230	cholelithiasis; gallstones	semapv:LogicalReasoning
MP:0002832	coarse hair	semapv:crossSpeciesExactMatch	UPHENO:7000339	coarse hair	semapv:LogicalReasoning
MP:0002858	abnormal posterior semicircular canal morphology	semapv:crossSpeciesExactMatch	UPHENO:7000853	posterior semicircular canal morphology	semapv:LogicalReasoning
MP:0002871	albuminuria	semapv:crossSpeciesExactMatch	UPHENO:0068479	increased level of albumin in urine	semapv:LogicalReasoning
MP:0002872	polycythemia	semapv:crossSpeciesExactMatch	UPHENO:7000297	polycythemia	semapv:LogicalReasoning
MP:0002873	normal phenotype	semapv:crossSpeciesExactMatch	UPHENO:7000031	normal phenotype	semapv:LogicalReasoning
MP:0002877	abnormal melanocyte morphology	semapv:crossSpeciesExactMatch	UPHENO:7000959	melanocyte morphology	semapv:LogicalReasoning
MP:0002880	opisthotonus	semapv:crossSpeciesExactMatch	UPHENO:7000336	opisthotonus	semapv:LogicalReasoning
MP:0002882	abnormal neuron morphology	semapv:crossSpeciesExactMatch	UPHENO:7000960	neuron morphology; neuron morphology variant	semapv:LogicalReasoning
MP:0002893	ketoaciduria	semapv:crossSpeciesExactMatch	UPHENO:0068452	increased level of ketone in urine	semapv:LogicalReasoning
MP:0002899	fatigue	semapv:crossSpeciesExactMatch	UPHENO:7000633	fatigue	semapv:LogicalReasoning
MP:0002901	increased urine phosphate level	semapv:crossSpeciesExactMatch	UPHENO:0068352	increased level of phosphate in urine	semapv:LogicalReasoning
MP:0002902	decreased urine phosphate level	semapv:crossSpeciesExactMatch	UPHENO:0034440	decreased level of phosphate in urine	semapv:LogicalReasoning
MP:0002913	abnormal PNS synaptic transmission	semapv:crossSpeciesExactMatch	UPHENO:7000702	peripheral nervous system synaptic transmission; pns synaptic transmission	semapv:LogicalReasoning
MP:0002926	aganglionic megacolon	semapv:crossSpeciesExactMatch	UPHENO:7000342	aganglionic megacolon	semapv:LogicalReasoning
MP:0002943	abnormal lactate dehydrogenase level	semapv:crossSpeciesExactMatch	UPHENO:7000868	circulating lactate dehydrogenase concentration; lactate dehydrogenase level	semapv:LogicalReasoning
MP:0002944	increased lactate dehydrogenase level	semapv:crossSpeciesExactMatch	UPHENO:7000683	increased circulating lactate dehydrogenase concentration; increased lactate dehydrogenase level	semapv:LogicalReasoning
MP:0002959	increased urine microalbumin level	semapv:crossSpeciesExactMatch	UPHENO:7000643	increased urine microalbumin level; moderate albuminuria	semapv:LogicalReasoning
MP:0002961	abnormal axon guidance	semapv:crossSpeciesExactMatch	UPHENO:0050092	axon guidance phenotype	semapv:LogicalReasoning
MP:0002965	increased circulating serum albumin level	semapv:crossSpeciesExactMatch	UPHENO:0068514	increased level of albumin in blood	semapv:LogicalReasoning
MP:0002980	abnormal postural reflex	semapv:crossSpeciesExactMatch	UPHENO:7000821	postural reflex	semapv:LogicalReasoning
MP:0002987	abnormal urine osmolality	semapv:crossSpeciesExactMatch	UPHENO:7000824	urine osmolality	semapv:LogicalReasoning
MP:0002996	ovotestis	semapv:crossSpeciesExactMatch	UPHENO:7000656	ovotestis	semapv:LogicalReasoning
MP:0003028	alkalosis	semapv:crossSpeciesExactMatch	UPHENO:7000310	alkalosis	semapv:LogicalReasoning
MP:0003029	alkalemia	semapv:crossSpeciesExactMatch	UPHENO:7000799	alkalemia	semapv:LogicalReasoning
MP:0003030	acidemia	semapv:crossSpeciesExactMatch	UPHENO:7000798	acidemia	semapv:LogicalReasoning
MP:0003031	acidosis	semapv:crossSpeciesExactMatch	UPHENO:7000305	acidosis	semapv:LogicalReasoning
MP:0003034	increased pulmonary vascular resistance	semapv:crossSpeciesExactMatch	UPHENO:7000459	increased pulmonary vascular resistance	semapv:LogicalReasoning
MP:0003046	liver cirrhosis	semapv:crossSpeciesExactMatch	UPHENO:7000255	cirrhosis; liver cirrhosis	semapv:LogicalReasoning
MP:0003052	omphalocele	semapv:crossSpeciesExactMatch	UPHENO:0086123	herniated abdominal viscera	semapv:LogicalReasoning
MP:0003054	spina bifida	semapv:crossSpeciesExactMatch	UPHENO:7000351	spina bifida	semapv:LogicalReasoning
MP:0003069	abnormal superior semicircular canal morphology	semapv:crossSpeciesExactMatch	UPHENO:7000961	anterior semicircular canal; superior semicircular canal morphology	semapv:LogicalReasoning
MP:0003084	abnormal skeletal muscle fiber morphology	semapv:crossSpeciesExactMatch	UPHENO:0088180	cell of skeletal muscle morphology phenotype	semapv:LogicalReasoning
MP:0003091	abnormal cell migration	semapv:crossSpeciesExactMatch	UPHENO:0049643	cell migration phenotype	semapv:LogicalReasoning
MP:0003099	retina detachment	semapv:crossSpeciesExactMatch	UPHENO:0081674	detached eyeball of camera-type eye from retina	semapv:LogicalReasoning
MP:0003100	myopia	semapv:crossSpeciesExactMatch	UPHENO:7000180	myopia	semapv:LogicalReasoning
MP:0003101	high myopia	semapv:crossSpeciesExactMatch	UPHENO:7000532	high myopia	semapv:LogicalReasoning
MP:0003116	rickets	semapv:crossSpeciesExactMatch	UPHENO:7000381	rickets	semapv:LogicalReasoning
MP:0003124	hypospadia	semapv:crossSpeciesExactMatch	UPHENO:7000141	hypospadia; hypospadias	semapv:LogicalReasoning
MP:0003156	abnormal leukocyte migration	semapv:crossSpeciesExactMatch	UPHENO:7000835	leukocyte migration; leukocyte migration defect	semapv:LogicalReasoning
MP:0003177	allodynia	semapv:crossSpeciesExactMatch	UPHENO:7000639	allodynia	semapv:LogicalReasoning
MP:0003195	calcinosis	semapv:crossSpeciesExactMatch	UPHENO:7000422	calcinosis	semapv:LogicalReasoning
MP:0003214	neurofibrillary tangles	semapv:crossSpeciesExactMatch	UPHENO:7000337	neurofibrillary tangles	semapv:LogicalReasoning
MP:0003228	abnormal sinus venosus morphology	semapv:crossSpeciesExactMatch	UPHENO:7000962	sinus venosus morphology	semapv:LogicalReasoning
MP:0003233	prolonged QT interval	semapv:crossSpeciesExactMatch	UPHENO:7000273	prolonged qt interval	semapv:LogicalReasoning
MP:0003254	bile duct inflammation	semapv:crossSpeciesExactMatch	UPHENO:0074605	increased inflammatory response in biliary tree	semapv:LogicalReasoning
MP:0003256	biliary cirrhosis	semapv:crossSpeciesExactMatch	UPHENO:7000366	biliary cirrhosis	semapv:LogicalReasoning
MP:0003257	abnormal abdominal wall morphology	semapv:crossSpeciesExactMatch	UPHENO:7000963	abdominal wall morphology	semapv:LogicalReasoning
MP:0003258	hiatal hernia	semapv:crossSpeciesExactMatch	UPHENO:7000324	hiatal hernia; hiatus hernia	semapv:LogicalReasoning
MP:0003259	nausea	semapv:crossSpeciesExactMatch	UPHENO:7000320	nausea	semapv:LogicalReasoning
MP:0003260	vomiting	semapv:crossSpeciesExactMatch	UPHENO:7000318	vomiting	semapv:LogicalReasoning
MP:0003261	hematemesis	semapv:crossSpeciesExactMatch	UPHENO:7000341	hematemesis	semapv:LogicalReasoning
MP:0003267	constipation	semapv:crossSpeciesExactMatch	UPHENO:7000321	constipation	semapv:LogicalReasoning
MP:0003268	chronic constipation	semapv:crossSpeciesExactMatch	UPHENO:7000637	chronic constipation	semapv:LogicalReasoning
MP:0003273	duodenal ulcer	semapv:crossSpeciesExactMatch	UPHENO:7000363	duodenal ulcer	semapv:LogicalReasoning
MP:0003278	esophageal inflammation	semapv:crossSpeciesExactMatch	UPHENO:7000897	esophageal inflammation; esophagitis	semapv:LogicalReasoning
MP:0003280	urinary incontinence	semapv:crossSpeciesExactMatch	UPHENO:7000135	urinary incontinence	semapv:LogicalReasoning
MP:0003282	gastric ulcer	semapv:crossSpeciesExactMatch	UPHENO:7000365	gastric ulcer	semapv:LogicalReasoning
MP:0003286	gastroesophageal reflux	semapv:crossSpeciesExactMatch	UPHENO:7000322	gastroesophageal reflux	semapv:LogicalReasoning
MP:0003292	melena	semapv:crossSpeciesExactMatch	UPHENO:0056074	increased number of blood in the feces	semapv:LogicalReasoning
MP:0003294	intussusception	semapv:crossSpeciesExactMatch	UPHENO:7000360	intussusception	semapv:LogicalReasoning
MP:0003299	gastric polyps	semapv:crossSpeciesExactMatch	UPHENO:7000834	fundic gland polyposis; gastric polyps	semapv:LogicalReasoning
MP:0003300	gastrointestinal ulcer	semapv:crossSpeciesExactMatch	UPHENO:7000841	gastrointestinal ulcer	semapv:LogicalReasoning
MP:0003301	peptic ulcer	semapv:crossSpeciesExactMatch	UPHENO:7000432	peptic ulcer	semapv:LogicalReasoning
MP:0003302	perirectal abscess	semapv:crossSpeciesExactMatch	UPHENO:7000457	perirectal abscess; rectal abscess	semapv:LogicalReasoning
MP:0003312	abnormal locomotor coordination	semapv:crossSpeciesExactMatch	UPHENO:7000964	locomotor coordination; locomotor coordination variant	semapv:LogicalReasoning
MP:0003314	dysmetria	semapv:crossSpeciesExactMatch	UPHENO:7000246	dysmetria	semapv:LogicalReasoning
MP:0003316	perineal fistula	semapv:crossSpeciesExactMatch	UPHENO:7000445	perineal fistula	semapv:LogicalReasoning
MP:0003317	anoperineal fistula	semapv:crossSpeciesExactMatch	UPHENO:7000456	anoperineal fistula	semapv:LogicalReasoning
MP:0003318	rectoperineal fistula	semapv:crossSpeciesExactMatch	UPHENO:7000442	rectoperineal fistula	semapv:LogicalReasoning
MP:0003319	anal fistula	semapv:crossSpeciesExactMatch	UPHENO:7000511	anal fistula	semapv:LogicalReasoning
MP:0003320	rectovaginal fistula	semapv:crossSpeciesExactMatch	UPHENO:7000147	rectovaginal fistula	semapv:LogicalReasoning
MP:0003321	tracheoesophageal fistula	semapv:crossSpeciesExactMatch	UPHENO:7000359	tracheoesophageal fistula	semapv:LogicalReasoning
MP:0003326	liver failure	semapv:crossSpeciesExactMatch	UPHENO:7000258	hepatic failure; liver failure	semapv:LogicalReasoning
MP:0003328	portal hypertension	semapv:crossSpeciesExactMatch	UPHENO:7000261	portal hypertension	semapv:LogicalReasoning
MP:0003332	liver abscess	semapv:crossSpeciesExactMatch	UPHENO:7000893	liver abscess	semapv:LogicalReasoning
MP:0003335	exocrine pancreatic insufficiency	semapv:crossSpeciesExactMatch	UPHENO:7000291	exocrine pancreatic insufficiency	semapv:LogicalReasoning
MP:0003338	pancreas lipomatosis	semapv:crossSpeciesExactMatch	UPHENO:7000833	pancreas lipomatosis; pancreatic steatosis	semapv:LogicalReasoning
MP:0003354	astrocytosis	semapv:crossSpeciesExactMatch	UPHENO:7000353	astrocytosis	semapv:LogicalReasoning
MP:0003361	abnormal circulating gonadotropin level	semapv:crossSpeciesExactMatch	UPHENO:7000707	circulating gonadotropin concentration; circulating gonadotropin level	semapv:LogicalReasoning
MP:0003362	increased circulating gonadotropin level	semapv:crossSpeciesExactMatch	UPHENO:7000210	increased circulating gonadotropin level	semapv:LogicalReasoning
MP:0003363	decreased circulating gonadotropin level	semapv:crossSpeciesExactMatch	UPHENO:7000708	decreased circulating gonadotropin concentration; decreased circulating gonadotropin level	semapv:LogicalReasoning
MP:0003369	abnormal circulating estrogen level	semapv:crossSpeciesExactMatch	UPHENO:7000678	circulating estrogen level	semapv:LogicalReasoning
MP:0003383	abnormal gluconeogenesis	semapv:crossSpeciesExactMatch	UPHENO:0088226	gluconeogenesis phenotype	semapv:LogicalReasoning
MP:0003387	aorta coarctation	semapv:crossSpeciesExactMatch	UPHENO:7000280	aorta coarctation; coarctation of aorta	semapv:LogicalReasoning
MP:0003390	lymphedema	semapv:crossSpeciesExactMatch	UPHENO:0082523	edematous lymphatic part of lymphoid system	semapv:LogicalReasoning
MP:0003393	decreased cardiac output	semapv:crossSpeciesExactMatch	UPHENO:7000827	decreased cardiac output	semapv:LogicalReasoning
MP:0003394	increased cardiac output	semapv:crossSpeciesExactMatch	UPHENO:7000828	increased cardiac output	semapv:LogicalReasoning
MP:0003415	priapism	semapv:crossSpeciesExactMatch	UPHENO:7000911	priapism	semapv:LogicalReasoning
