upheno_id	upheno_label	parent	comment
UPHENO:7000630	homeostasis	UPHENO:0049904|UPHENO:0001003	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0001764 (abnormal homeostasis), HP:0012337 (Abnormal homeostasis)
UPHENO:7000631	energy expenditure	UPHENO:0049904	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0005450 (abnormal energy expenditure), HP:0012338 (Abnormal energy expenditure)
UPHENO:7000632	eye morphology	UPHENO:0003020|UPHENO:0005097|UPHENO:3000007|UPHENO:0001003	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0012372 (Abnormal eye morphology), ZP:0000943 (eye morphology, abnormal)
UPHENO:7000633	fatigue	UPHENO:0001002|UPHENO:0049622|UPHENO:0001003	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0002899 (fatigue), HP:0012378 (Fatigue)
UPHENO:7000634	left-to-right shunt	UPHENO:0051097	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0031129 (left-to-right shunt), HP:0012382 (Left-to-right shunt)
UPHENO:7000635	rhinitis	UPHENO:0002907|UPHENO:0002910	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0012384 (Rhinitis), MP:0001867 (rhinitis)
UPHENO:7000636	bronchitis	UPHENO:0001002	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0012387 (Bronchitis), MP:0031055 (bronchitis)
UPHENO:7000637	chronic constipation	UPHENO:0005579	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0003268 (chronic constipation), HP:0012450 (Chronic constipation)
UPHENO:7000638	temporomandibular joint ankylosis	UPHENO:0075954|UPHENO:0083646|UPHENO:0087165|UPHENO:0087892	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0030327 (temporomandibular joint ankylosis), HP:0012478 (Temporomandibular joint ankylosis)
UPHENO:7000639	allodynia	UPHENO:0001002	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0012533 (Allodynia), MP:0003177 (allodynia)
UPHENO:7000640	dysesthesia; hyperalgesia	UPHENO:0001002	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0005407 (hyperalgesia), HP:0012534 (Dysesthesia)
UPHENO:7000641	hemosiderinuria	UPHENO:0002442	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0012543 (Hemosiderinuria), MP:0000327 (hemosiderinuria)
UPHENO:7000642	unicuspid aortic valve	UPHENO:0086974|UPHENO:0076743	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0010596 (unicuspid aortic valve), HP:0012561 (Unicuspid aortic valve)
UPHENO:7000643	increased urine microalbumin level; moderate albuminuria	UPHENO:0068097|UPHENO:0051673|UPHENO:0068479	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0002959 (increased urine microalbumin level), HP:0012594 (Moderate albuminuria)
UPHENO:7000644	cylindruria	UPHENO:0002442	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0012615 (Cylindruria), MP:0011421 (cylindruria)
UPHENO:7000645	intraocular pressure	UPHENO:3000007|UPHENO:0001003|UPHENO:0003020|UPHENO:0002219|UPHENO:0004459	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0005257 (abnormal intraocular pressure), HP:0012632 (Abnormal intraocular pressure)
UPHENO:7000646	decreased inflammatory response	UPHENO:0049584|UPHENO:0002263	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0012648 (Decreased inflammatory response), MP:0001876 (decreased inflammatory response)
UPHENO:7000647	heart block	UPHENO:0002406	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0012722 (Heart block), MP:0010559 (heart block)
UPHENO:7000648	sinoatrial block	UPHENO:0001002	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0010520 (sinoatrial block), HP:0012723 (Sinoatrial block)
UPHENO:7000649	cough; coughing	UPHENO:0002448|UPHENO:0004536	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0012735 (Cough), MP:0031088 (coughing)
UPHENO:7000650	unilateral cryptorchidism; unilateral cryptorchism	UPHENO:0087973|UPHENO:0053644	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0012741 (Unilateral cryptorchidism), MP:0031286 (unilateral cryptorchism)
UPHENO:7000651	intramembranous bone ossification; intramembranous ossification	UPHENO:0002270	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0008273 (abnormal intramembranous bone ossification), HP:0012790 (Abnormal intramembranous ossification)
UPHENO:7000652	cornea ulcer; corneal ulceration	UPHENO:0087577|UPHENO:0087232|UPHENO:0087597	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0012804 (Corneal ulceration), MP:0009825 (cornea ulcer)
UPHENO:7000653	proboscis	UPHENO:0041100|UPHENO:0002907|UPHENO:0087907	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0006290 (proboscis), HP:0012806 (Proboscis)
UPHENO:7000654	myocarditis	UPHENO:0076810|UPHENO:0076781	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0012819 (Myocarditis), MP:0001856 (myocarditis)
UPHENO:7000655	small intestinal bleeding; small intestine hemorrhage	UPHENO:0002808|UPHENO:0076783	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0012849 (Small intestinal bleeding), MP:0031155 (small intestine hemorrhage)
UPHENO:7000656	ovotestis	UPHENO:0087547|UPHENO:0002595	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0002996 (ovotestis), HP:0012861 (Ovotestis)
UPHENO:7000657	germ cell morphology	UPHENO:0003055	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.XPO:0101658 (abnormal germ cell morphology), HP:0012862 (Abnormal germ cell morphology)
UPHENO:7000658	male germ cell morphology	UPHENO:0001002	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0006362 (abnormal male germ cell morphology), HP:0012863 (Abnormal male germ cell morphology)
UPHENO:7000659	sperm morphology; teratozoospermia	UPHENO:0001002	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0005578 (teratozoospermia), HP:0012864 (Abnormal sperm morphology)
UPHENO:7000660	astasia	UPHENO:0079833|UPHENO:0002433	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0020289 (astasia), HP:0020037 (Astasia)
UPHENO:7000661	myeloid cell morphology	UPHENO:0087339|UPHENO:0004459	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0013658 (abnormal myeloid cell morphology), HP:0020047 (Abnormal myeloid cell morphology)
UPHENO:7000662	crystalluria	UPHENO:0002442|UPHENO:0049904	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0009645 (crystalluria), HP:0020074 (Crystalluria)
UPHENO:7000663	alaninuria	UPHENO:0051739|UPHENO:0080641|UPHENO:0068144|UPHENO:0068169	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0031641 (alaninuria), HP:0020078 (Alaninuria)
UPHENO:7000664	zona pellucida morphology	UPHENO:0087546|UPHENO:0087618|UPHENO:0076766	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0020156 (Abnormal zona pellucida morphology), MP:0003696 (abnormal zona pellucida morphology)
UPHENO:7000665	drug response; drug response variant	UPHENO:0049904|UPHENO:0001003|UPHENO:0049933|UPHENO:0050079	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.WBPhenotype:0000631 (drug response variant), HP:0020169 (Abnormal drug response)
UPHENO:7000666	circulating haptoglobin concentration; haptoglobin level	UPHENO:0051612|UPHENO:0046362	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0013215 (abnormal haptoglobin level), HP:0020179 (Abnormal circulating haptoglobin concentration)
UPHENO:7000667	piriform aperture stenosis; pyriform aperture stenosis	UPHENO:0002907|UPHENO:0087950	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0030218 (piriform aperture stenosis), HP:0025011 (Pyriform aperture stenosis)
UPHENO:7000668	erythrocyte sedimentation rate	UPHENO:0049904|UPHENO:0001003	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0025021 (Abnormal erythrocyte sedimentation rate), MP:0031061 (abnormal erythrocyte sedimentation rate)
UPHENO:7000669	decreased erythrocyte sedimentation rate	UPHENO:0049904	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0025022 (Decreased erythrocyte sedimentation rate), MP:0031062 (decreased erythrocyte sedimentation rate)
UPHENO:7000670	enteric nervous system morphology	UPHENO:0002941|UPHENO:0076783|UPHENO:0004523|UPHENO:0076735	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.XPO:0107340 (abnormal enteric nervous system morphology), HP:0025028 (Abnormal enteric nervous system morphology)
UPHENO:7000671	mean corpuscular volume	UPHENO:0086456|UPHENO:0004459|UPHENO:0088162	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0000226 (abnormal mean corpuscular volume), HP:0025065 (Abnormal mean corpuscular volume)
UPHENO:7000672	qrs complex	UPHENO:0001002	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0025074 (Abnormal QRS complex), MP:0003898 (abnormal QRS complex)
UPHENO:7000673	orthokeratosis; orthokeratotic hyperkeratosis	UPHENO:0047838|UPHENO:0047953|UPHENO:0086928	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0025080 (Orthokeratotic hyperkeratosis), MP:0009675 (orthokeratosis)
UPHENO:7000674	folliculitis	UPHENO:0074724|UPHENO:0086870|UPHENO:0086475|UPHENO:0087435|UPHENO:0078737|UPHENO:0002228	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0000376 (folliculitis), HP:0025084 (Folliculitis)
UPHENO:7000675	acanthosis; epidermal acanthosis	UPHENO:0083560|UPHENO:0086929|UPHENO:0076739	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0025092 (Epidermal acanthosis), MP:0001874 (acanthosis)
UPHENO:7000676	sneeze; sneezing	UPHENO:0002448|UPHENO:0001002|UPHENO:0004536|UPHENO:0001003	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0031089 (sneezing), HP:0025095 (Sneeze)
UPHENO:7000677	hypergranulosis	UPHENO:0086884|UPHENO:0047979|UPHENO:0047941	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0025114 (Hypergranulosis), MP:0009600 (hypergranulosis)
UPHENO:7000678	circulating estrogen level	UPHENO:0004459	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0003369 (abnormal circulating estrogen level), HP:0025132 (Abnormal circulating estrogen level)
UPHENO:7000679	tendonitis	UPHENO:0002270|UPHENO:0076703|UPHENO:0002320|UPHENO:0002435	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0025230 (Tendonitis), MP:0030801 (tendonitis)
UPHENO:7000680	red eye	UPHENO:0087186|UPHENO:0002678|UPHENO:0087924|UPHENO:0087915|UPHENO:0005090	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0025337 (Red eye), MP:0031347 (red eye)
UPHENO:7000681	hypodipsia	UPHENO:0079835|UPHENO:0078629	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0025382 (Hypodipsia), MP:0011737 (hypodipsia)
UPHENO:7000682	rectourethral fistula	UPHENO:0002714|UPHENO:0076773|UPHENO:0087346|UPHENO:0002790|UPHENO:0087427|UPHENO:0087871	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0025407 (Rectourethral fistula), MP:0011786 (rectourethral fistula)
UPHENO:7000683	increased circulating lactate dehydrogenase concentration; increased lactate dehydrogenase level	UPHENO:0001002	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0025435 (Increased circulating lactate dehydrogenase concentration), MP:0002944 (increased lactate dehydrogenase level)
UPHENO:7000684	pharyngitis	UPHENO:0002448|UPHENO:0002737|UPHENO:0081578	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0031095 (pharyngitis), HP:0025439 (Pharyngitis)
UPHENO:7000685	cell morphology	UPHENO:0001003|UPHENO:0086172	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0025461 (Abnormal cell morphology), MP:0000358 (abnormal cell morphology)
UPHENO:7000686	bladder morphology	UPHENO:0002909|UPHENO:0002832|UPHENO:0002827|UPHENO:0075933|UPHENO:0002634	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.XPO:0102463 (abnormal bladder morphology), HP:0025487 (Abnormal bladder morphology)
UPHENO:7000687	coronary artery spasm	UPHENO:0002477|UPHENO:0002410|UPHENO:0002343	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0025497 (Coronary artery spasm), MP:0031192 (coronary artery spasm)
UPHENO:7000688	mean corpuscular hemoglobin concentration	UPHENO:0004459|UPHENO:0088162	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0025546 (Abnormal mean corpuscular hemoglobin concentration), MP:0005640 (abnormal mean corpuscular hemoglobin concentration)
UPHENO:7000689	decreased mean corpuscular hemoglobin concentration	UPHENO:0088162	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0005642 (decreased mean corpuscular hemoglobin concentration), HP:0025547 (Decreased mean corpuscular hemoglobin concentration)
UPHENO:7000690	increased mean corpuscular hemoglobin concentration	UPHENO:0088162	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0005641 (increased mean corpuscular hemoglobin concentration), HP:0025548 (Increased mean corpuscular hemoglobin concentration)
UPHENO:7000691	hypertropia	UPHENO:0018418	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0025586 (Hypertropia), MP:0006199 (hypertropia)
UPHENO:7000692	endometritis; endometrium inflammation	UPHENO:0002374|UPHENO:0086566|UPHENO:0076748	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0009360 (endometrium inflammation), HP:0025636 (Endometritis)
UPHENO:7000693	neurite dystrophy	UPHENO:0076702|UPHENO:0067664	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0025713 (Neurite dystrophy), MP:0021020 (neurite dystrophy)
UPHENO:7000694	cerebral infarct	UPHENO:0076805|UPHENO:0087531|UPHENO:0076799	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0021003 (cerebral infarct), HP:0025722 (Cerebral infarct)
UPHENO:7000695	streak gonad	UPHENO:0047393|UPHENO:0002598|UPHENO:0087547	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0025733 (Streak gonad), MP:0002214 (streak gonad)
UPHENO:7000696	hydrometrocolpos	UPHENO:0076766|UPHENO:0076734	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030010 (Hydrometrocolpos), MP:0003537 (hydrometrocolpos)
UPHENO:7000697	imperforate hymen	UPHENO:0086742|UPHENO:0076766|UPHENO:0076734	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0003540 (imperforate hymen), HP:0030011 (Imperforate hymen)
UPHENO:7000698	narcolepsy	UPHENO:0001002	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030050 (Narcolepsy), MP:0005279 (narcolepsy)
UPHENO:7000699	cardiac murmur; heart murmur	UPHENO:0002406	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030148 (Heart murmur), MP:0006114 (cardiac murmur)
UPHENO:7000700	myelin tomacula; tomacula	UPHENO:0067666|UPHENO:0046114|UPHENO:0050370	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0012674 (tomacula), HP:0030175 (Myelin tomacula)
UPHENO:7000701	titubation	UPHENO:0001002	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030187 (Titubation), MP:0009514 (titubation)
UPHENO:7000702	peripheral nervous system synaptic transmission; pns synaptic transmission	UPHENO:0049907|UPHENO:0084222|UPHENO:0002433	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030191 (Abnormal peripheral nervous system synaptic transmission), MP:0002913 (abnormal PNS synaptic transmission)
UPHENO:7000703	vertebral artery morphology	UPHENO:0003031|UPHENO:0003019	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030321 (Abnormal vertebral artery morphology), ZP:0021380 (vertebral artery morphology, abnormal)
UPHENO:7000704	decreased total retina thickness; retinal thinning	UPHENO:0076782	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0011965 (decreased total retina thickness), HP:0030329 (Retinal thinning)
UPHENO:7000705	alpha-beta t cell morphology	UPHENO:0088134	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030333 (Abnormal alpha-beta T cell morphology), MP:0012762 (abnormal alpha-beta T cell morphology)
UPHENO:7000706	cd4-positive, cd25-positive, alpha-beta regulatory t cell morphology	UPHENO:0001002	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030334 (Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology), MP:0008397 (abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology)
UPHENO:7000707	circulating gonadotropin concentration; circulating gonadotropin level	UPHENO:0004459|UPHENO:0003116	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030338 (Abnormal circulating gonadotropin concentration), MP:0003361 (abnormal circulating gonadotropin level)
UPHENO:7000708	decreased circulating gonadotropin concentration; decreased circulating gonadotropin level	UPHENO:0001002	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030339 (Decreased circulating gonadotropin concentration), MP:0003363 (decreased circulating gonadotropin level)
UPHENO:7000709	circulating androgen level	UPHENO:0004459	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0009819 (abnormal circulating androgen level), HP:0030347 (Abnormal circulating androgen level)
UPHENO:7000710	platelet dense granule secretion	UPHENO:0010740|UPHENO:0085600|UPHENO:0086296	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030397 (Abnormal platelet dense granule secretion), MP:0020964 (abnormal platelet dense granule secretion)
UPHENO:7000711	platelet aggregation	UPHENO:0086173|UPHENO:0085600|UPHENO:0085578	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030402 (Abnormal platelet aggregation), MP:0009548 (abnormal platelet aggregation)
UPHENO:7000712	retina neovascularization; retinal neovascularization	UPHENO:0005091|UPHENO:0076782|UPHENO:0002343|UPHENO:0087917|UPHENO:0087915|UPHENO:0005090	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0008852 (retina neovascularization), HP:0030666 (Retinal neovascularization)
UPHENO:7000713	intraventricular hemorrhage	UPHENO:0081434	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030746 (Intraventricular hemorrhage), MP:0001917 (intraventricular hemorrhage)
UPHENO:7000714	erythrodontia	UPHENO:0087300	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0030058 (erythrodontia), HP:0030756 (Erythrodontia)
UPHENO:7000715	tooth abscess	UPHENO:0087300|UPHENO:0002826	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030757 (Tooth abscess), MP:0030462 (tooth abscess)
UPHENO:7000716	apical tooth abscess; periapical tooth abscess	UPHENO:0087300	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030758 (Periapical tooth abscess), MP:0030463 (apical tooth abscess)
UPHENO:7000717	exencephaly	UPHENO:0076702|UPHENO:0051077	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0000914 (exencephaly), HP:0030769 (Exencephaly)
UPHENO:7000718	craniorachischisis	UPHENO:0087363|UPHENO:0088123|UPHENO:0051077	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030770 (Craniorachischisis), MP:0008784 (craniorachischisis)
UPHENO:7000719	ethmocephaly	UPHENO:0076805	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030779 (Ethmocephaly), MP:0014061 (ethmocephaly)
UPHENO:7000720	tongue morphology	UPHENO:0003041|UPHENO:0002828|UPHENO:0002902|UPHENO:0002844|UPHENO:0076800|UPHENO:0076786	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.XPO:0103199 (abnormal tongue morphology), HP:0030809 (Abnormal tongue morphology)
UPHENO:7000721	wheezing	UPHENO:0002448	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0031086 (wheezing), HP:0030828 (Wheezing)
UPHENO:7000722	crackles	UPHENO:0002448	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030830 (Crackles), MP:0031104 (crackles)
UPHENO:7000723	rhonchi	UPHENO:0002448	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030831 (Rhonchi), MP:0031105 (rhonchi)
UPHENO:7000724	cardiac amyloidosis	UPHENO:0076810|UPHENO:0049904|UPHENO:0076781	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0021148 (cardiac amyloidosis), HP:0030843 (Cardiac amyloidosis)
UPHENO:7000725	pulse pressure	UPHENO:0002466|UPHENO:0002406|UPHENO:0002678|UPHENO:0004459	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030850 (Abnormal pulse pressure), MP:0003882 (abnormal pulse pressure)
UPHENO:7000726	heterotaxia; heterotaxy	UPHENO:0001003|UPHENO:0049874	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030853 (Heterotaxy), MP:0004133 (heterotaxia)
UPHENO:7000727	anterior staphyloma	UPHENO:0087924|UPHENO:0076788|UPHENO:0087597	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0008815 (anterior staphyloma), HP:0030855 (Anterior staphyloma)
UPHENO:7000728	vertical orbital dystopia	UPHENO:0084460|UPHENO:0087924|UPHENO:0018418|UPHENO:0084457|UPHENO:0018424	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.HP:0030867 (Vertical orbital dystopia), MP:0030253 (vertical orbital dystopia)
UPHENO:7000729	coronary artery aneurysm	UPHENO:0076776|UPHENO:0076721|UPHENO:0087334|UPHENO:0087018	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0010477 (coronary artery aneurysm), HP:0030882 (Coronary artery aneurysm)
UPHENO:7000730	decreased intestinal transit time	UPHENO:0050696	This phenotype grouping was automatically generated from an existing mapping.Its labels are generated by combining the labels of the phenotypes in the group, so they may look less ideal.MP:0014576 (decreased intestinal transit time), HP:0030897 (Decreased intestinal transit time)
