phenotype_id	phenotype_label	upheno_id	upheno_label
HP:0025548	Increased mean corpuscular hemoglobin concentration	UPHENO:7000700	increased mean corpuscular hemoglobin concentration
MP:0005641	increased mean corpuscular hemoglobin concentration	UPHENO:7000700	increased mean corpuscular hemoglobin concentration
HP:0025713	Neurite dystrophy	UPHENO:7000703	neurite dystrophy
MP:0021020	neurite dystrophy	UPHENO:7000703	neurite dystrophy
HP:0025722	Cerebral infarct	UPHENO:7000704	cerebral infarct
MP:0021003	cerebral infarct	UPHENO:7000704	cerebral infarct
HP:0030010	Hydrometrocolpos	UPHENO:7000706	hydrometrocolpos
MP:0003537	hydrometrocolpos	UPHENO:7000706	hydrometrocolpos
HP:0030321	Abnormal vertebral artery morphology	UPHENO:7000712	vertebral artery morphology
ZP:0021380	vertebral artery morphology, abnormal	UPHENO:7000712	vertebral artery morphology
HP:0030329	Retinal thinning	UPHENO:7000713	decreased total retina thickness; retinal thinning
MP:0011965	decreased total retina thickness	UPHENO:7000713	decreased total retina thickness; retinal thinning
HP:0030333	Abnormal alpha-beta T cell morphology	UPHENO:7000714	alpha-beta t cell morphology
MP:0012762	abnormal alpha-beta T cell morphology	UPHENO:7000714	alpha-beta t cell morphology
HP:0030334	Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology	UPHENO:7000715	cd4-positive, cd25-positive, alpha-beta regulatory t cell morphology
MP:0008397	abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology	UPHENO:7000715	cd4-positive, cd25-positive, alpha-beta regulatory t cell morphology
HP:0030338	Abnormal circulating gonadotropin concentration	UPHENO:7000716	circulating gonadotropin concentration; circulating gonadotropin level
MP:0003361	abnormal circulating gonadotropin level	UPHENO:7000716	circulating gonadotropin concentration; circulating gonadotropin level
HP:0030339	Decreased circulating gonadotropin concentration	UPHENO:7000717	decreased circulating gonadotropin concentration; decreased circulating gonadotropin level
MP:0003363	decreased circulating gonadotropin level	UPHENO:7000717	decreased circulating gonadotropin concentration; decreased circulating gonadotropin level
HP:0030347	Abnormal circulating androgen level	UPHENO:7000718	circulating androgen level
MP:0009819	abnormal circulating androgen level	UPHENO:7000718	circulating androgen level
HP:0030397	Abnormal platelet dense granule secretion	UPHENO:7000719	platelet dense granule secretion
MP:0020964	abnormal platelet dense granule secretion	UPHENO:7000719	platelet dense granule secretion
HP:0030402	Abnormal platelet aggregation	UPHENO:7000720	platelet aggregation
MP:0009548	abnormal platelet aggregation	UPHENO:7000720	platelet aggregation
HP:0030746	Intraventricular hemorrhage	UPHENO:7000722	intraventricular hemorrhage
MP:0001917	intraventricular hemorrhage	UPHENO:7000722	intraventricular hemorrhage
HP:0030757	Tooth abscess	UPHENO:7000724	tooth abscess
MP:0030462	tooth abscess	UPHENO:7000724	tooth abscess
HP:0030770	Craniorachischisis	UPHENO:7000727	craniorachischisis
MP:0008784	craniorachischisis	UPHENO:7000727	craniorachischisis
HP:0030779	Ethmocephaly	UPHENO:7000728	ethmocephaly
MP:0014061	ethmocephaly	UPHENO:7000728	ethmocephaly
HP:0030809	Abnormal tongue morphology	UPHENO:7000729	tongue morphology
XPO:0103199	abnormal tongue morphology	UPHENO:7000729	tongue morphology
HP:0030828	Wheezing	UPHENO:7000730	wheezing
MP:0031086	wheezing	UPHENO:7000730	wheezing
HP:0030830	Crackles	UPHENO:7000731	crackles
MP:0031104	crackles	UPHENO:7000731	crackles
HP:0030831	Rhonchi	UPHENO:7000732	rhonchi
MP:0031105	rhonchi	UPHENO:7000732	rhonchi
HP:0030843	Cardiac amyloidosis	UPHENO:7000733	cardiac amyloidosis
MP:0021148	cardiac amyloidosis	UPHENO:7000733	cardiac amyloidosis
HP:0030850	Abnormal pulse pressure	UPHENO:7000734	pulse pressure
MP:0003882	abnormal pulse pressure	UPHENO:7000734	pulse pressure
HP:0030853	Heterotaxy	UPHENO:7000735	heterotaxia; heterotaxy
MP:0004133	heterotaxia	UPHENO:7000735	heterotaxia; heterotaxy
HP:0030855	Anterior staphyloma	UPHENO:7000736	anterior staphyloma
MP:0008815	anterior staphyloma	UPHENO:7000736	anterior staphyloma
HP:0030867	Vertical orbital dystopia	UPHENO:7000737	vertical orbital dystopia
MP:0030253	vertical orbital dystopia	UPHENO:7000737	vertical orbital dystopia
HP:0030882	Coronary artery aneurysm	UPHENO:7000738	coronary artery aneurysm
MP:0010477	coronary artery aneurysm	UPHENO:7000738	coronary artery aneurysm
HP:0030953	Conjunctival hyperemia	UPHENO:7000740	conjunctival hyperemia
MP:0031096	conjunctival hyperemia	UPHENO:7000740	conjunctival hyperemia
HP:0031107	Decreased fibular diameter	UPHENO:7000746	decreased diameter of fibula; decreased fibular diameter
MP:0008153	decreased diameter of fibula	UPHENO:7000746	decreased diameter of fibula; decreased fibular diameter
HP:0031175	Absent cervical vertebra	UPHENO:7000747	absent cervical vertebra
XPO:0125551	absent cervical vertebra	UPHENO:7000747	absent cervical vertebra
HP:0031189	Wrist drop	UPHENO:7000748	carpoptosis; wrist drop
MP:0005162	carpoptosis	UPHENO:7000748	carpoptosis; wrist drop
HP:0031249	Parageusia	UPHENO:7000749	dysgeusia; parageusia
MP:0031092	dysgeusia	UPHENO:7000749	dysgeusia; parageusia
HP:0031259	Oophoritis	UPHENO:7000750	oophoritis; ovary inflammation
MP:0001868	ovary inflammation	UPHENO:7000750	oophoritis; ovary inflammation
HP:0031281	Sialadenitis	UPHENO:7000753	salivary gland inflammation; sialadenitis
MP:0001870	salivary gland inflammation	UPHENO:7000753	salivary gland inflammation; sialadenitis
HP:0031316	Abnormal ventricular myocardium morphology	UPHENO:7000754	ventricular myocardium morphology
ZP:0013473	ventricular myocardium morphology, abnormal	UPHENO:7000754	ventricular myocardium morphology
HP:0031328	Perivascular cardiac fibrosis	UPHENO:7000755	perivascular cardiac fibrosis
MP:0031586	perivascular cardiac fibrosis	UPHENO:7000755	perivascular cardiac fibrosis
HP:0031417	Rhinorrhea	UPHENO:7000759	rhinorrhea
MP:0031102	rhinorrhea	UPHENO:7000759	rhinorrhea
HP:0031418	Increased body mass index	UPHENO:7000760	increased body mass index
MP:0006087	increased body mass index	UPHENO:7000760	increased body mass index
HP:0031427	Abnormal circulating osteocalcin level	UPHENO:7000761	circulating osteocalcin level
MP:0011922	abnormal circulating osteocalcin level	UPHENO:7000761	circulating osteocalcin level
HP:0031508	Abnormal circulating thyroid hormone concentration	UPHENO:7000764	circulating thyroid hormone concentration; thyroid hormone level
MP:0005468	abnormal thyroid hormone level	UPHENO:7000764	circulating thyroid hormone concentration; thyroid hormone level
HP:0031512	Abnormal cutaneous collagen fibril morphology	UPHENO:7000765	cutaneous collagen fibril morphology
MP:0008438	abnormal cutaneous collagen fibril morphology	UPHENO:7000765	cutaneous collagen fibril morphology
HP:0031547	Abnormal QT interval	UPHENO:7000766	qt interval
MP:0003899	abnormal QT interval	UPHENO:7000766	qt interval
HP:0031565	Abdominal situs ambiguus	UPHENO:7000768	abdominal situs ambiguus
MP:0011250	abdominal situs ambiguus	UPHENO:7000768	abdominal situs ambiguus
HP:0031593	Abnormal PR interval	UPHENO:7000770	pr interval
MP:0003901	abnormal PR interval	UPHENO:7000770	pr interval
HP:0031595	Abnormal P wave	UPHENO:7000771	p wave
MP:0004070	abnormal P wave	UPHENO:7000771	p wave
HP:0031602	Abnormal mucociliary clearance	UPHENO:7000772	mucociliary clearance
MP:0001947	abnormal mucociliary clearance	UPHENO:7000772	mucociliary clearance
HP:0031615	Hypopyon	UPHENO:7000773	hypopyon
MP:0030932	hypopyon	UPHENO:7000773	hypopyon
HP:0031633	Isolation of the left subclavian artery	UPHENO:7000774	isolation of the left subclavian artery
MP:0011745	isolation of the left subclavian artery	UPHENO:7000774	isolation of the left subclavian artery
HP:0031655	Quadricuspid aortic valve	UPHENO:7000775	quadricuspid aortic valve
MP:0031538	quadricuspid aortic valve	UPHENO:7000775	quadricuspid aortic valve
HP:0031685	Abnormal stool composition	UPHENO:7000776	feces composition; stool composition
MP:0003868	abnormal feces composition	UPHENO:7000776	feces composition; stool composition
HP:0031811	Bilirubinuria	UPHENO:7000777	bilirubinuria
MP:0011464	bilirubinuria	UPHENO:7000777	bilirubinuria
HP:0031821	Abnormal hypoxanthine-guanine phosphoribosyltransferase level	UPHENO:7000778	hypoxanthine-guanine phosphoribosyltransferase level
MP:0012208	abnormal hypoxanthine-guanine phosphoribosyltransferase level	UPHENO:7000778	hypoxanthine-guanine phosphoribosyltransferase level
HP:0031823	Reduced hypoxanthine-guanine phosphoribosyltransferase level	UPHENO:7000779	decreased hypoxanthine-guanine phosphoribosyltransferase level; reduced hypoxanthine-guanine phosphoribosyltransferase level
MP:0012209	decreased hypoxanthine-guanine phosphoribosyltransferase level	UPHENO:7000779	decreased hypoxanthine-guanine phosphoribosyltransferase level; reduced hypoxanthine-guanine phosphoribosyltransferase level
HP:0031826	Abnormal reflex	UPHENO:7000780	reflex
MP:0001961	abnormal reflex	UPHENO:7000780	reflex
HP:0031834	Aortopulmonary collateral arteries	UPHENO:7000781	aorta pulmonary collateral arteries; aortopulmonary collateral arteries
MP:0010635	aorta pulmonary collateral arteries	UPHENO:7000781	aorta pulmonary collateral arteries; aortopulmonary collateral arteries
HP:0031835	Abnormal superoxide dismutase level	UPHENO:7000782	superoxide dismutase level
MP:0012658	abnormal superoxide dismutase level	UPHENO:7000782	superoxide dismutase level
HP:0031836	Increased superoxide dismutase level	UPHENO:7000783	increased superoxide dismutase level
MP:0012660	increased superoxide dismutase level	UPHENO:7000783	increased superoxide dismutase level
HP:0031837	Decreased superoxide dismutase level	UPHENO:7000784	decreased superoxide dismutase level
MP:0012659	decreased superoxide dismutase level	UPHENO:7000784	decreased superoxide dismutase level
HP:0031850	Abnormal hematocrit	UPHENO:7000785	hematocrit
MP:0002596	abnormal hematocrit	UPHENO:7000785	hematocrit
HP:0031855	Right isomerism	UPHENO:7000787	right isomerism; right-sided isomerism
MP:0000508	right-sided isomerism	UPHENO:7000787	right isomerism; right-sided isomerism
HP:0031861	Decreased heart rate variability	UPHENO:7000788	decreased heart rate variability
MP:0003929	decreased heart rate variability	UPHENO:7000788	decreased heart rate variability
HP:0031871	Abnormal Langerhans cell morphology	UPHENO:7000790	langerhans cell morphology
MP:0008117	abnormal Langerhans cell morphology	UPHENO:7000790	langerhans cell morphology
HP:0031885	Hyperglycorrhachia	UPHENO:7000792	hyperglycorrhachia; increased cerebrospinal fluid glucose level
MP:0031649	increased cerebrospinal fluid glucose level	UPHENO:7000792	hyperglycorrhachia; increased cerebrospinal fluid glucose level
HP:0031932	Aorto-left ventricular tunnel	UPHENO:7000793	aorto-left ventricular tunnel; heart left ventricle to aorta tunnel
MP:0010481	heart left ventricle to aorta tunnel	UPHENO:7000793	aorto-left ventricular tunnel; heart left ventricle to aorta tunnel
HP:0031965	Increased RBC distribution width	UPHENO:7000794	increased rbc distribution width; increased red blood cell distribution width
MP:0010067	increased red blood cell distribution width	UPHENO:7000794	increased rbc distribution width; increased red blood cell distribution width
HP:0032016	Abnormal sputum	UPHENO:7000795	sputum; sputum morphology
MP:0031099	abnormal sputum morphology	UPHENO:7000795	sputum; sputum morphology
HP:0032156	Skin detachment	UPHENO:7000797	skin detachment
MP:0009827	skin detachment	UPHENO:7000797	skin detachment
HP:0032195	Abnormal S wave	UPHENO:7000798	s wave
MP:0011920	abnormal S wave	UPHENO:7000798	s wave
HP:0032198	Decreased prothrombin time	UPHENO:7000799	decreased prothrombin time
MP:0012355	decreased prothrombin time	UPHENO:7000799	decreased prothrombin time
HP:0032199	Abnormal prothrombin time	UPHENO:7000800	prothrombin time
MP:0012354	abnormal prothrombin time	UPHENO:7000800	prothrombin time
HP:0032308	Increased circulating procalcitonin concentration	UPHENO:7000802	increased circulating procalcitonin concentration; increased circulating procalcitonin level
MP:0031065	increased circulating procalcitonin level	UPHENO:7000802	increased circulating procalcitonin concentration; increased circulating procalcitonin level
HP:0032368	Acidemia	UPHENO:7000804	acidemia
MP:0003030	acidemia	UPHENO:7000804	acidemia
HP:0032385	Abnormal circulating transferrin concentration	UPHENO:7000806	circulating transferrin concentration; circulating transferrin level
MP:0011892	abnormal circulating transferrin level	UPHENO:7000806	circulating transferrin concentration; circulating transferrin level
HP:0032448	Achlorhydria	UPHENO:7000808	achlorhydria
MP:0008003	achlorhydria	UPHENO:7000808	achlorhydria
HP:0032463	Reduced circulating fibronectin level	UPHENO:7000809	decreased circulating fibronectin level; reduced circulating fibronectin level
MP:0012332	decreased circulating fibronectin level	UPHENO:7000809	decreased circulating fibronectin level; reduced circulating fibronectin level
HP:0032929	Abnormal chondrocyte morphology	UPHENO:7000813	chondrocyte morphology
MP:0000166	abnormal chondrocyte morphology	UPHENO:7000813	chondrocyte morphology
XPO:0101682	abnormal chondrocyte morphology	UPHENO:7000813	chondrocyte morphology
ZP:0002381	chondrocyte morphology, abnormal	UPHENO:7000813	chondrocyte morphology
HP:0032943	Abnormal urine pH	UPHENO:7000815	urine ph
MP:0009348	abnormal urine pH	UPHENO:7000815	urine ph
HP:0032944	Alkaline urine	UPHENO:7000816	alkaline urine; increased urine ph
MP:0009349	increased urine pH	UPHENO:7000816	alkaline urine; increased urine ph
HP:0032984	Abnormal alveolar macrophage morphology	UPHENO:7000817	alveolar macrophage morphology
MP:0008245	abnormal alveolar macrophage morphology	UPHENO:7000817	alveolar macrophage morphology
HP:0033041	Cytokine storm	UPHENO:7000819	cytokine storm
MP:0031066	cytokine storm	UPHENO:7000819	cytokine storm
HP:0033122	Absent P wave	UPHENO:7000820	absent p wave
MP:0010510	absent P wave	UPHENO:7000820	absent p wave
HP:0033238	Podocyte microvillous transformation	UPHENO:7000822	podocyte microvillous transformation; podocyte microvillus transformation
MP:0011868	podocyte microvillus transformation	UPHENO:7000822	podocyte microvillous transformation; podocyte microvillus transformation
HP:0033258	Sudden unexpected death in epilepsy	UPHENO:7000824	sudden unexpected death in epilepsy
MP:0031185	sudden unexpected death in epilepsy	UPHENO:7000824	sudden unexpected death in epilepsy
HP:0033261	Renal artery aneurysm	UPHENO:7000825	renal artery aneurysm
MP:0011358	renal artery aneurysm	UPHENO:7000825	renal artery aneurysm
HP:0033270	Glomerular capillary congestion	UPHENO:7000826	glomerular capillary congestion
MP:0011433	glomerular capillary congestion	UPHENO:7000826	glomerular capillary congestion
HP:0033337	Abnormal gametogenesis	UPHENO:7000828	gametogenesis
MP:0001929	abnormal gametogenesis	UPHENO:7000828	gametogenesis
HP:0033343	Mucoid diarrhea	UPHENO:7000829	mucoid diarrhea; mucous diarrhea
MP:0005037	mucous diarrhea	UPHENO:7000829	mucoid diarrhea; mucous diarrhea
HP:0033358	Abnormal urine osmolality	UPHENO:7000830	urine osmolality
MP:0002987	abnormal urine osmolality	UPHENO:7000830	urine osmolality
HP:0033524	Abnormal sperm axoneme morphology	UPHENO:7000831	sperm axoneme morphology
MP:0009838	abnormal sperm axoneme morphology	UPHENO:7000831	sperm axoneme morphology
HP:0033528	Abnormal cardiac output	UPHENO:7000832	cardiac output
MP:0001627	abnormal cardiac output	UPHENO:7000832	cardiac output
HP:0033532	Decreased cardiac output	UPHENO:7000833	decreased cardiac output
MP:0003393	decreased cardiac output	UPHENO:7000833	decreased cardiac output
HP:0033533	Increased cardiac output	UPHENO:7000834	increased cardiac output
MP:0003394	increased cardiac output	UPHENO:7000834	increased cardiac output
HP:0033749	Abnormal functional residual capacity	UPHENO:7000837	functional residual capacity
MP:0002306	abnormal functional residual capacity	UPHENO:7000837	functional residual capacity
HP:0033752	Abnormal residual volume	UPHENO:7000838	residual volume
MP:0002308	abnormal residual volume	UPHENO:7000838	residual volume
HP:0033769	Fundic gland polyposis	UPHENO:7000840	fundic gland polyposis; gastric polyps
MP:0003299	gastric polyps	UPHENO:7000840	fundic gland polyposis; gastric polyps
HP:0033808	Spermatocele	UPHENO:7000843	spermatocele
MP:0014187	spermatocele	UPHENO:7000843	spermatocele
HP:0033988	Amygdala microinfarct	UPHENO:7000844	amygdala microinfarct
MP:0021007	amygdala microinfarct	UPHENO:7000844	amygdala microinfarct
HP:0033989	Hippocampal microinfarct	UPHENO:7000845	hippocampal microinfarct
MP:0021006	hippocampal microinfarct	UPHENO:7000845	hippocampal microinfarct
HP:0034253	Eosinophil nuclear hypersegmentation	UPHENO:7000846	eosinophil nuclear hypersegmentation; increased eosinophil nuclear segmentation
MP:0021181	increased eosinophil nuclear segmentation	UPHENO:7000846	eosinophil nuclear hypersegmentation; increased eosinophil nuclear segmentation
HP:0034274	Gastrointestinal ulcer	UPHENO:7000847	gastrointestinal ulcer
MP:0003300	gastrointestinal ulcer	UPHENO:7000847	gastrointestinal ulcer
HP:0034308	Prolonged P wave	UPHENO:7000848	prolonged p wave
MP:0004071	prolonged P wave	UPHENO:7000848	prolonged p wave
HP:0034368	Urolithiasis	UPHENO:7000850	urolithiasis
MP:0005360	urolithiasis	UPHENO:7000850	urolithiasis
HP:0034376	Atrioventricular valve regurgitation	UPHENO:7000852	atrioventricular valve regurgitation
MP:0006046	atrioventricular valve regurgitation	UPHENO:7000852	atrioventricular valve regurgitation
HP:0034392	Joint contracture	UPHENO:7000853	joint contracture
MP:0030798	joint contracture	UPHENO:7000853	joint contracture
HP:0034572	Pigment incontinence	UPHENO:7000854	pigment incontinence
MP:0010206	pigment incontinence	UPHENO:7000854	pigment incontinence
HP:0034702	Abnormal keratinocyte morphology	UPHENO:7000856	keratinocyte morphology
MP:0002655	abnormal keratinocyte morphology	UPHENO:7000856	keratinocyte morphology
XPO:0102918	abnormal keratinocyte morphology	UPHENO:7000856	keratinocyte morphology
ZP:0102354	keratinocyte morphology, abnormal	UPHENO:7000856	keratinocyte morphology
MP:0000037	abnormal lateral semicircular canal morphology	UPHENO:7000859	lateral semicircular canal morphology
XPO:0101856	abnormal lateral semicircular canal morphology	UPHENO:7000859	lateral semicircular canal morphology
HP:0040108	Abnormal anterior semicircular canal morphology	UPHENO:7000860	anterior semicircular canal morphology
XPO:0103015	abnormal anterior semicircular canal morphology	UPHENO:7000860	anterior semicircular canal morphology
HP:0040223	Pulmonary hemorrhage	UPHENO:7000864	lung hemorrhage; pulmonary hemorrhage
MP:0001182	lung hemorrhage	UPHENO:7000864	lung hemorrhage; pulmonary hemorrhage
HP:0040314	Blind vagina	UPHENO:7000866	blind vagina
MP:0003534	blind vagina	UPHENO:7000866	blind vagina
HP:0041051	Ageusia	UPHENO:7000869	ageusia
MP:0031090	ageusia	UPHENO:7000869	ageusia
HP:0045040	Abnormal circulating lactate dehydrogenase concentration	UPHENO:7000870	circulating lactate dehydrogenase concentration; lactate dehydrogenase level
MP:0002943	abnormal lactate dehydrogenase level	UPHENO:7000870	circulating lactate dehydrogenase concentration; lactate dehydrogenase level
HP:0045081	Abnormality of body mass index	UPHENO:7000871	abnormality of body mass index; body mass index
MP:0020182	abnormal body mass index	UPHENO:7000871	abnormality of body mass index; body mass index
HP:0045082	Decreased body mass index	UPHENO:7000872	decreased body mass index
MP:0006086	decreased body mass index	UPHENO:7000872	decreased body mass index
HP:0100016	Abnormal mesentery morphology	UPHENO:7000874	mesentery morphology
XPO:0102716	abnormal mesentery morphology	UPHENO:7000874	mesentery morphology
HP:0100019	Cortical cataract	UPHENO:7000876	cortical cataract
MP:0010255	cortical cataract	UPHENO:7000876	cortical cataract
HP:0100258	Preaxial polydactyly	UPHENO:7000877	preaxial polydactyly
MP:0009743	preaxial polydactyly	UPHENO:7000877	preaxial polydactyly
HP:0100259	Postaxial polydactyly	UPHENO:7000878	postaxial polydactyly
MP:0009744	postaxial polydactyly	UPHENO:7000878	postaxial polydactyly
HP:0100267	Lip pit	UPHENO:7000879	lip pit
MP:0003772	lip pit	UPHENO:7000879	lip pit
HP:0100309	Subdural hemorrhage	UPHENO:7000880	subdural hemorrhage
MP:0031117	subdural hemorrhage	UPHENO:7000880	subdural hemorrhage
HP:0100315	Lewy bodies	UPHENO:7000881	lewy bodies
MP:0014065	Lewy bodies	UPHENO:7000881	lewy bodies
HP:0100316	Hirano bodies	UPHENO:7000882	hirano bodies
MP:0014067	Hirano bodies	UPHENO:7000882	hirano bodies
HP:0100318	Lafora bodies	UPHENO:7000884	lafora bodies
MP:0014063	Lafora bodies	UPHENO:7000884	lafora bodies
HP:0100320	Rosenthal fibers	UPHENO:7000885	rosenthal fibers
MP:0014066	Rosenthal fibers	UPHENO:7000885	rosenthal fibers
HP:0100494	Abnormal mast cell morphology	UPHENO:7000890	mast cell morphology
MP:0000359	abnormal mast cell morphology	UPHENO:7000890	mast cell morphology
HP:0100518	Dysuria	UPHENO:7000892	dysuria
MP:0003621	dysuria	UPHENO:7000892	dysuria
HP:0100520	Oliguria	UPHENO:7000893	oliguria
MP:0003620	oliguria	UPHENO:7000893	oliguria
HP:0100523	Liver abscess	UPHENO:7000894	liver abscess
MP:0003332	liver abscess	UPHENO:7000894	liver abscess
HP:0100532	Scleritis	UPHENO:7000895	scleritis
MP:0013479	scleritis	UPHENO:7000895	scleritis
XPO:0102249	abnormal forebrain morphology	UPHENO:7000896	forebrain morphology
ZP:0003575	forebrain morphology, abnormal	UPHENO:7000896	forebrain morphology
HP:0100562	Diplomyelia	UPHENO:7000897	diplomyelia
MP:0012711	diplomyelia	UPHENO:7000897	diplomyelia
HP:0100588	Paraphimosis	UPHENO:7000898	paraphimosis
MP:0010033	paraphimosis	UPHENO:7000898	paraphimosis
HP:0100663	Synotia	UPHENO:7000901	synotia
MP:0030078	synotia	UPHENO:7000901	synotia
HP:0100686	Enthesitis	UPHENO:7000902	enthesitis
MP:0013942	enthesitis	UPHENO:7000902	enthesitis
HP:0100724	Hypercoagulability	UPHENO:7000903	hypercoagulability
MP:0031214	hypercoagulability	UPHENO:7000903	hypercoagulability
HP:0100750	Atelectasis	UPHENO:7000905	atelectasis
MP:0001177	atelectasis	UPHENO:7000905	atelectasis
HP:0100758	Gangrene	UPHENO:7000906	gangrene
MP:0031126	gangrene	UPHENO:7000906	gangrene
HP:0100774	Hyperostosis	UPHENO:7000908	hyperostosis
MP:0030222	hyperostosis	UPHENO:7000908	hyperostosis
HP:0100792	Acantholysis	UPHENO:7000909	acantholysis
MP:0004241	acantholysis	UPHENO:7000909	acantholysis
HP:0100796	Orchitis	UPHENO:7000910	orchitis; testis inflammation
MP:0001875	testis inflammation	UPHENO:7000910	orchitis; testis inflammation
HP:0100806	Sepsis	UPHENO:7000911	sepsis
MP:0005044	sepsis	UPHENO:7000911	sepsis
HP:0100845	Anaphylactic shock	UPHENO:7000913	anaphylactic shock; type i hypersensitivity reaction
MP:0002531	abnormal type I hypersensitivity reaction	UPHENO:7000913	anaphylactic shock; type i hypersensitivity reaction
HP:0200023	Priapism	UPHENO:7000914	priapism
MP:0003415	priapism	UPHENO:7000914	priapism
HP:0200058	Angiosarcoma	UPHENO:7000915	angiosarcoma; increased hemangiosarcoma incidence
MP:0003667	increased hemangiosarcoma incidence	UPHENO:7000915	angiosarcoma; increased hemangiosarcoma incidence
HP:0200111	Absent stapes head	UPHENO:7000916	absent stapes head
MP:0030403	absent stapes head	UPHENO:7000916	absent stapes head
HP:0200123	Chronic hepatitis	UPHENO:7000917	chronic hepatitis; chronic liver inflammation
MP:0031301	chronic liver inflammation	UPHENO:7000917	chronic hepatitis; chronic liver inflammation
HP:0200151	Cutaneous mastocytosis	UPHENO:7000918	cutaneous mastocytosis
MP:0031395	cutaneous mastocytosis	UPHENO:7000918	cutaneous mastocytosis
XPO:0102426	abnormal liver morphology	UPHENO:7000919	liver morphology
ZP:0001767	liver morphology, abnormal	UPHENO:7000919	liver morphology
HP:0500043	Eyelid retraction	UPHENO:7000923	eyelid retraction
MP:0006166	eyelid retraction	UPHENO:7000923	eyelid retraction
HP:0500104	Decreased diastolic blood pressure	UPHENO:7000924	decreased diastolic blood pressure; decreased systemic arterial diastolic blood pressure
MP:0006263	decreased systemic arterial diastolic blood pressure	UPHENO:7000924	decreased diastolic blood pressure; decreased systemic arterial diastolic blood pressure
HP:3000043	Abnormal facial vein morphology	UPHENO:7000926	facial vein morphology
XPO:0103003	abnormal facial vein morphology	UPHENO:7000926	facial vein morphology
HP:3000079	Abnormal mandibular symphysis morphology	UPHENO:7000927	mandibular symphysis morphology
MP:0001649	abnormal mandibular symphysis morphology	UPHENO:7000927	mandibular symphysis morphology
HP:4000007	Bronchoconstriction	UPHENO:7000928	bronchoconstriction
MP:0001945	bronchoconstriction	UPHENO:7000928	bronchoconstriction
HP:4000041	AA amyloidosis	UPHENO:7000929	aa amyloidosis
MP:0021146	AA amyloidosis	UPHENO:7000929	aa amyloidosis
HP:4000055	Intestinal inflammation	UPHENO:7000930	intestinal inflammation
MP:0001858	intestinal inflammation	UPHENO:7000930	intestinal inflammation
HP:4000059	Abnormal lung development	UPHENO:7000931	lung development
MP:0001176	abnormal lung development	UPHENO:7000931	lung development
HP:5200069	Spinning	UPHENO:7000932	spinning
MP:0001411	spinning	UPHENO:7000932	spinning
HP:6000060	Aerophagia	UPHENO:7000933	aerophagia
MP:0010994	aerophagia	UPHENO:7000933	aerophagia
HP:6000303	Decreased skin turgor	UPHENO:7000934	decreased skin turgor
MP:0003653	decreased skin turgor	UPHENO:7000934	decreased skin turgor
HP:6000319	Meteorism	UPHENO:7000935	meteorism
MP:0009247	meteorism	UPHENO:7000935	meteorism
HP:6000457	Mallory bodies	UPHENO:7000936	mallory bodies
MP:0014045	Mallory bodies	UPHENO:7000936	mallory bodies
HP:6000459	Retracted tympanic membrane	UPHENO:7000937	retracted tympanic membrane; tympanic membrane retraction
MP:0030413	tympanic membrane retraction	UPHENO:7000937	retracted tympanic membrane; tympanic membrane retraction
MP:0000045	abnormal hair cell morphology	UPHENO:7000945	hair cell morphology
ZP:0005011	hair cell morphology, abnormal	UPHENO:7000945	hair cell morphology
HP:0002457	Abnormal head movements	UPHENO:7000948	head movement variant; head movements
WBPhenotype:0001265	head movement variant	UPHENO:7000948	head movement variant; head movements
MP:0000479	abnormal enterocyte morphology	UPHENO:7000949	enterocyte morphology
ZP:0020194	enterocyte morphology, abnormal	UPHENO:7000949	enterocyte morphology
HP:0034713	Abnormal hepatocyte morphology	UPHENO:7000950	hepatocyte morphology
MP:0000607	abnormal hepatocyte morphology	UPHENO:7000950	hepatocyte morphology
XPO:0102763	abnormal hepatocyte morphology	UPHENO:7000950	hepatocyte morphology
ZP:0008091	hepatocyte morphology, abnormal	UPHENO:7000950	hepatocyte morphology
MP:0000877	abnormal Purkinje cell morphology	UPHENO:7000951	purkinje cell morphology
ZP:0102180	Purkinje cell morphology, abnormal	UPHENO:7000951	purkinje cell morphology
XPO:0103206	abnormal oligodendrocyte morphology	UPHENO:7000953	oligodendrocyte morphology
ZP:0006222	oligodendrocyte morphology, abnormal	UPHENO:7000953	oligodendrocyte morphology
MP:0000965	abnormal sensory neuron morphology	UPHENO:7000954	sensory neuron morphology
ZP:0003068	sensory neuron morphology, abnormal	UPHENO:7000954	sensory neuron morphology
MP:0001006	abnormal retina cone cell morphology	UPHENO:7000956	retina cone cell morphology; retinal cone cell morphology
ZP:0004100	retinal cone cell morphology, abnormal	UPHENO:7000956	retina cone cell morphology; retinal cone cell morphology
MP:0001106	abnormal Schwann cell morphology	UPHENO:7000957	schwann cell morphology
XPO:0103232	abnormal Schwann cell morphology	UPHENO:7000957	schwann cell morphology
MP:0001125	abnormal oocyte morphology	UPHENO:7000958	oocyte morphology
XPO:0101657	abnormal oocyte morphology	UPHENO:7000958	oocyte morphology
MP:0001131	abnormal ovarian follicle morphology	UPHENO:7000959	ovarian follicle morphology
ZP:0140917	ovarian follicle morphology, abnormal	UPHENO:7000959	ovarian follicle morphology
MP:0001598	abnormal blood viscosity	UPHENO:7000961	blood viscosity
